su-2773,118-L,sunstream,2021-02-06
br-2774,122-R,brioso,2021-11-12
pi-2775,28-L,piccolo,2021-12-13
pi-2776,7-R,piccolo,2021-02-01
br-2777,4-L,brioso,2021-06-08
pi-2778,19-R,piccolo,2021-02-16
pi-2779,120-L,piccolo,2021-09-10
br-2780,81-R,brioso,2021-02-10
su-2781,35-L,sunstream,2021-06-25
su-2782,33-R,sunstream,2021-07-25
br-2783,10-L,brioso,2021-11-12
br-2784,1-R,brioso,2021-01-19
br-2785,45-L,brioso,2021-03-19
br-2786,60-R,brioso,2021-02-21
br-2787,104-L,brioso,2021-10-19
pi-2788,92-R,piccolo,2021-05-31
pi-2789,54-L,piccolo,2021-08-05
pi-2790,41-R,piccolo,2021-07-26
su-2791,107-L,sunstream,2021-11-28
br-2792,34-R,brioso,2021-12-17
pi-2793,83-L,piccolo,2021-11-17
br-2794,55-R,brioso,2021-02-09
su-2795,38-L,sunstream,2021-10-09
su-2796,50-R,sunstream,2021-03-16
pi-2797,74-L,piccolo,2021-04-18
su-2798,32-R,sunstream,2021-02-24
pi-2799,113-L,piccolo,2021-06-04
br-2800,109-R,brioso,2021-11-20
su-2801,32-L,sunstream,2021-04-22
su-2802,28-R,sunstream,2021-07-19
br-2803,22-L,brioso,2021-05-17
br-2804,114-R,brioso,2021-01-05
pi-2805,104-L,piccolo,2021-12-08
su-2806,47-R,sunstream,2021-02-10
br-2807,19-L,brioso,2021-09-08
pi-2808,95-R,piccolo,2021-01-01
pi-2809,42-L,piccolo,2021-08-07
su-2810,115-R,sunstream,2021-09-14
br-2811,121-L,brioso,2021-05-12
su-2812,130-R,sunstream,2021-12-13
pi-2813,75-L,piccolo,2021-05-19
pi-2814,36-R,piccolo,2021-04-15
br-2815,50-L,brioso,2021-07-26
su-2816,18-R,sunstream,2021-03-06
br-2817,47-L,brioso,2021-08-23
su-2818,93-R,sunstream,2021-08-21
pi-2819,67-L,piccolo,2021-11-24
br-2820,91-R,brioso,2021-01-26
su-2821,30-L,sunstream,2021-07-20
br-2822,30-R,brioso,2021-03-24
pi-2823,33-L,piccolo,2021-03-09
br-2824,59-R,brioso,2021-07-30
br-2825,10-L,brioso,2021-03-25
su-2826,31-R,sunstream,2021-05-26
pi-2827,50-L,piccolo,2021-07-28
br-2828,120-R,brioso,2021-01-14
su-2829,44-L,sunstream,2021-04-23
br-2830,46-R,brioso,2021-04-28
pi-2831,49-L,piccolo,2021-11-06
br-2832,37-R,brioso,2021-07-31
br-2833,97-L,brioso,2021-04-16
su-2834,13-R,sunstream,2021-02-14
su-2835,29-L,sunstream,2021-04-25
pi-2836,106-R,piccolo,2021-07-02
br-2837,7-L,brioso,2021-11-18
br-2838,108-R,brioso,2021-04-11
pi-2839,2-L,piccolo,2021-12-13
pi-2840,12-R,piccolo,2021-10-14
br-2841,97-L,brioso,2021-04-12
su-2842,91-R,sunstream,2021-09-21
br-2843,17-L,brioso,2021-06-19
su-2844,40-R,sunstream,2021-04-28
br-2845,15-L,brioso,2021-09-09
pi-2846,39-R,piccolo,2021-07-19
pi-2847,88-L,piccolo,2021-01-03
pi-2848,100-R,piccolo,2021-01-23
su-2849,102-L,sunstream,2021-01-18
pi-2850,128-R,piccolo,2021-10-25
br-2851,32-L,brioso,2021-09-23
su-2852,48-R,sunstream,2021-07-26
su-2853,42-L,sunstream,2021-06-13
su-2854,107-R,sunstream,2021-08-19
br-2855,102-L,brioso,2021-12-19
pi-2856,65-R,piccolo,2021-02-03
br-2857,4-L,brioso,2021-10-21
su-2858,32-R,sunstream,2021-09-08
su-2859,3-L,sunstream,2021-01-31
su-2860,7-R,sunstream,2021-10-12
pi-2861,17-L,piccolo,2021-10-21
su-2862,83-R,sunstream,2021-01-04
su-2863,102-L,sunstream,2021-07-16
su-2864,14-R,sunstream,2021-09-13
br-2865,73-L,brioso,2021-10-25
su-2866,51-R,sunstream,2021-09-19
pi-2867,113-L,piccolo,2021-05-09
pi-2868,59-R,piccolo,2021-07-24
br-2869,76-L,brioso,2021-12-02
su-2870,33-R,sunstream,2021-01-03
pi-2871,16-L,piccolo,2021-05-05
br-2872,54-R,brioso,2021-09-14
pi-2873,17-L,piccolo,2021-01-02
su-2874,44-R,sunstream,2021-09-28
su-2875,40-L,sunstream,2021-03-11
br-2876,69-R,brioso,2021-05-06
pi-2877,105-L,piccolo,2021-10-19
su-2878,75-R,sunstream,2021-06-13
pi-2879,95-L,piccolo,2021-10-03
su-2880,90-R,sunstream,2021-09-20
su-2881,57-L,sunstream,2021-01-30
su-2882,114-R,sunstream,2021-08-12
pi-2883,54-L,piccolo,2021-01-05
br-2884,52-R,brioso,2021-03-31
pi-2885,107-L,piccolo,2021-12-12
br-2886,10-R,brioso,2021-04-07
br-2887,109-L,brioso,2021-03-11
pi-2888,56-R,piccolo,2021-11-16
br-2889,96-L,brioso,2021-10-16
su-2890,4-R,sunstream,2021-06-01
su-2891,127-L,sunstream,2021-03-11
su-2892,28-R,sunstream,2021-05-01
su-2893,122-L,sunstream,2021-09-19
su-2894,5-R,sunstream,2021-02-08
su-2895,55-L,sunstream,2021-12-04
br-2896,33-R,brioso,2021-11-06
pi-2897,48-L,piccolo,2021-12-25
br-2898,113-R,brioso,2021-01-07
pi-2899,70-L,piccolo,2021-07-28
pi-2900,123-R,piccolo,2021-02-25
pi-2901,64-L,piccolo,2021-07-29
su-2902,8-R,sunstream,2021-04-28
su-2903,76-L,sunstream,2021-02-24
br-2904,89-R,brioso,2021-06-14
br-2905,99-L,brioso,2021-02-14
su-2906,46-R,sunstream,2021-12-18
pi-2907,83-L,piccolo,2021-01-25
pi-2908,102-R,piccolo,2021-07-25
pi-2909,108-L,piccolo,2021-04-04
su-2910,110-R,sunstream,2021-04-09
su-2911,55-L,sunstream,2021-07-23
su-2912,122-R,sunstream,2021-07-20
pi-2913,88-L,piccolo,2021-06-24
su-2914,8-R,sunstream,2021-01-20
su-2915,75-L,sunstream,2021-09-08
br-2916,123-R,brioso,2021-04-20
br-2917,61-L,brioso,2021-05-21
su-2918,38-R,sunstream,2021-08-22
pi-2919,100-L,piccolo,2021-12-25
pi-2920,46-R,piccolo,2021-08-23
su-2921,51-L,sunstream,2021-01-05
br-2922,66-R,brioso,2021-12-25
su-2923,86-L,sunstream,2021-07-03
br-2924,109-R,brioso,2021-12-26
pi-2925,128-L,piccolo,2021-08-10
br-2926,50-R,brioso,2021-05-28
pi-2927,80-L,piccolo,2021-07-31
br-2928,60-R,brioso,2021-08-10
br-2929,85-L,brioso,2021-01-11
pi-2930,23-R,piccolo,2021-10-09
su-2931,102-L,sunstream,2021-01-06
pi-2932,110-R,piccolo,2021-06-01
br-2933,67-L,brioso,2021-09-05
su-2934,56-R,sunstream,2021-11-10
pi-2935,8-L,piccolo,2021-03-22
su-2936,103-R,sunstream,2021-08-10
pi-2937,15-L,piccolo,2021-10-08
pi-2938,33-R,piccolo,2021-05-18
pi-2939,15-L,piccolo,2021-05-12
pi-2940,81-R,piccolo,2021-02-20
su-2941,95-L,sunstream,2021-10-04
su-2942,109-R,sunstream,2021-04-07
pi-2943,13-L,piccolo,2021-10-30
pi-2944,98-R,piccolo,2021-04-09
br-2945,36-L,brioso,2021-11-25
su-2946,47-R,sunstream,2021-02-19
br-2947,90-L,brioso,2021-06-29
su-2948,100-R,sunstream,2021-08-30
pi-2949,57-L,piccolo,2021-04-08
su-2950,84-R,sunstream,2021-04-23
su-2951,81-L,sunstream,2021-07-08
su-2952,53-R,sunstream,2021-01-31
br-2953,33-L,brioso,2021-06-19
br-2954,96-R,brioso,2021-01-02
br-2955,84-L,brioso,2021-03-19
br-2956,49-R,brioso,2021-11-06
br-2957,48-L,brioso,2021-08-16
br-2958,115-R,brioso,2021-01-21
br-2959,68-L,brioso,2021-05-16
br-2960,94-R,brioso,2021-10-02
br-2961,128-L,brioso,2021-07-23
su-2962,61-R,sunstream,2021-08-12
br-2963,81-L,brioso,2021-08-02
su-2964,16-R,sunstream,2021-08-01
su-2965,29-L,sunstream,2021-10-14
br-2966,103-R,brioso,2021-10-01
pi-2967,113-L,piccolo,2021-05-01
pi-2968,49-R,piccolo,2021-05-16
pi-2969,25-L,piccolo,2021-02-05
pi-2970,11-R,piccolo,2021-05-15
su-2971,32-L,sunstream,2021-02-26
su-2972,64-R,sunstream,2021-01-27
su-2973,49-L,sunstream,2021-03-08
su-2974,4-R,sunstream,2021-04-29
br-2975,87-L,brioso,2021-05-28
br-2976,115-R,brioso,2021-01-27
su-2977,51-L,sunstream,2021-08-13
pi-2978,88-R,piccolo,2021-05-16
su-2979,107-L,sunstream,2021-01-06
br-2980,110-R,brioso,2021-01-11
pi-2981,26-L,piccolo,2021-06-03
su-2982,6-R,sunstream,2021-11-24
pi-2983,110-L,piccolo,2021-01-02
pi-2984,42-R,piccolo,2021-07-05
su-2985,44-L,sunstream,2021-01-22
br-2986,51-R,brioso,2021-04-09
br-2987,51-L,brioso,2021-06-17
pi-2988,127-R,piccolo,2021-04-02
pi-2989,39-L,piccolo,2021-09-10
su-2990,83-R,sunstream,2021-10-14
pi-2991,27-L,piccolo,2021-08-31
br-2992,14-R,brioso,2021-04-28
br-2993,73-L,brioso,2021-04-24
br-2994,53-R,brioso,2021-10-25
br-2995,108-L,brioso,2021-03-18
br-2996,89-R,brioso,2021-09-19
br-2997,24-L,brioso,2021-02-21
pi-2998,87-R,piccolo,2021-07-29
su-2999,80-L,sunstream,2021-11-16
pi-3000,98-R,piccolo,2021-09-10
pi-3001,1-L,piccolo,2021-10-18
pi-3002,114-R,piccolo,2021-09-20
su-3003,94-L,sunstream,2021-04-22
su-3004,7-R,sunstream,2021-10-13
br-3005,22-L,brioso,2021-08-21
pi-3006,17-R,piccolo,2021-11-10
pi-3007,102-L,piccolo,2021-01-28
pi-3008,21-R,piccolo,2021-11-15
br-3009,126-L,brioso,2021-06-16
pi-3010,59-R,piccolo,2021-03-04
br-3011,12-L,brioso,2021-01-05
pi-3012,94-R,piccolo,2021-08-07
su-3013,42-L,sunstream,2021-05-23
br-3014,19-R,brioso,2021-08-17
pi-3015,80-L,piccolo,2021-09-07
su-3016,115-R,sunstream,2021-09-20
su-3017,40-L,sunstream,2021-07-23
su-3018,33-R,sunstream,2021-11-22
pi-3019,115-L,piccolo,2021-05-24
br-3020,125-R,brioso,2021-09-24
pi-3021,109-L,piccolo,2021-09-12
su-3022,21-R,sunstream,2021-12-10
su-3023,49-L,sunstream,2021-01-29
br-3024,58-R,brioso,2021-07-06
pi-3025,7-L,piccolo,2021-06-21
pi-3026,20-R,piccolo,2021-12-17
su-3027,71-L,sunstream,2021-07-28
su-3028,4-R,sunstream,2021-03-22
su-3029,47-L,sunstream,2021-09-10
pi-3030,25-R,piccolo,2021-05-16
su-3031,85-L,sunstream,2021-11-13
pi-3032,3-R,piccolo,2021-06-01
br-3033,113-L,brioso,2021-05-29
br-3034,64-R,brioso,2021-11-04
br-3035,113-L,brioso,2021-09-02
br-3036,87-R,brioso,2021-04-18
pi-3037,14-L,piccolo,2021-12-27
su-3038,87-R,sunstream,2021-03-29
su-3039,47-L,sunstream,2021-05-18
su-3040,9-R,sunstream,2021-06-10
pi-3041,64-L,piccolo,2021-11-29
pi-3042,127-R,piccolo,2021-03-14
br-3043,65-L,brioso,2021-05-17
su-3044,74-R,sunstream,2021-02-10
su-3045,97-L,sunstream,2021-11-30
su-3046,70-R,sunstream,2021-02-27
br-3047,125-L,brioso,2021-01-30
br-3048,60-R,brioso,2021-08-09
su-3049,130-L,sunstream,2021-03-12
pi-3050,29-R,piccolo,2021-01-11
su-3051,87-L,sunstream,2021-11-28
su-3052,110-R,sunstream,2021-05-02
pi-3053,70-L,piccolo,2021-08-23
pi-3054,21-R,piccolo,2021-01-02
su-3055,23-L,sunstream,2021-10-25
br-3056,124-R,brioso,2021-04-26
br-3057,86-L,brioso,2021-02-17
pi-3058,30-R,piccolo,2021-02-16
br-3059,8-L,brioso,2021-01-24
br-3060,126-R,brioso,2021-02-18
br-3061,35-L,brioso,2021-07-01
pi-3062,39-R,piccolo,2021-08-29
br-3063,77-L,brioso,2021-08-25
su-3064,118-R,sunstream,2021-07-18
pi-3065,37-L,piccolo,2021-10-17
br-3066,41-R,brioso,2021-03-29
pi-3067,14-L,piccolo,2021-03-07
su-3068,5-R,sunstream,2021-04-02
pi-3069,75-L,piccolo,2021-01-19
br-3070,118-R,brioso,2021-04-13
su-3071,130-L,sunstream,2021-04-26
br-3072,69-R,brioso,2021-05-22
pi-3073,85-L,piccolo,2021-05-14
br-3074,98-R,brioso,2021-11-19
br-3075,99-L,brioso,2021-11-02
su-3076,48-R,sunstream,2021-08-04
su-3077,49-L,sunstream,2021-08-01
pi-3078,71-R,piccolo,2021-04-29
su-3079,20-L,sunstream,2021-01-19
br-3080,19-R,brioso,2021-10-21
br-3081,20-L,brioso,2021-10-21
br-3082,128-R,brioso,2021-11-16
pi-3083,41-L,piccolo,2021-02-05
br-3084,8-R,brioso,2021-12-08
pi-3085,49-L,piccolo,2021-11-04
pi-3086,13-R,piccolo,2021-12-27
su-3087,109-L,sunstream,2021-02-06
pi-3088,123-R,piccolo,2021-04-01
pi-3089,8-L,piccolo,2021-07-02
su-3090,37-R,sunstream,2021-06-09
br-3091,23-L,brioso,2021-08-18
su-3092,95-R,sunstream,2021-04-03
pi-3093,41-L,piccolo,2021-11-14
pi-3094,110-R,piccolo,2021-09-01
pi-3095,117-L,piccolo,2021-08-26
br-3096,105-R,brioso,2021-12-21
br-3097,59-L,brioso,2021-07-14
pi-3098,77-R,piccolo,2021-07-01
su-3099,9-L,sunstream,2021-05-15
su-3100,72-R,sunstream,2021-09-02
br-3101,129-L,brioso,2021-07-19
br-3102,1-R,brioso,2021-05-20
pi-3103,118-L,piccolo,2021-06-18
br-3104,73-R,brioso,2021-04-06
br-3105,9-L,brioso,2021-08-28
pi-3106,26-R,piccolo,2021-12-05
su-3107,82-L,sunstream,2021-05-25
su-3108,111-R,sunstream,2021-07-05
pi-3109,90-L,piccolo,2021-12-05
su-3110,71-R,sunstream,2021-05-18
br-3111,10-L,brioso,2021-04-10
pi-3112,47-R,piccolo,2021-09-08
pi-3113,128-L,piccolo,2021-04-10
su-3114,15-R,sunstream,2021-11-04
pi-3115,128-L,piccolo,2021-12-15
pi-3116,15-R,piccolo,2021-03-24
br-3117,18-L,brioso,2021-10-06
br-3118,24-R,brioso,2021-07-18
su-3119,75-L,sunstream,2021-01-23
pi-3120,84-R,piccolo,2021-02-15
br-3121,78-L,brioso,2021-01-22
pi-3122,3-R,piccolo,2021-04-12
pi-3123,8-L,piccolo,2021-03-22
br-3124,105-R,brioso,2021-08-23
br-3125,92-L,brioso,2021-08-17
br-3126,55-R,brioso,2021-04-21
br-3127,6-L,brioso,2021-12-19
su-3128,91-R,sunstream,2021-07-05
su-3129,63-L,sunstream,2021-10-20
br-3130,121-R,brioso,2021-04-29
pi-3131,29-L,piccolo,2021-04-10
pi-3132,15-R,piccolo,2021-05-16
su-3133,110-L,sunstream,2021-04-08
br-3134,9-R,brioso,2021-03-05
br-3135,130-L,brioso,2021-04-23
su-3136,113-R,sunstream,2021-01-27
pi-3137,16-L,piccolo,2021-08-08
br-3138,44-R,brioso,2021-12-18
br-3139,108-L,brioso,2021-12-06
br-3140,17-R,brioso,2021-05-30
br-3141,119-L,brioso,2021-01-08
su-3142,75-R,sunstream,2021-05-02
br-3143,46-L,brioso,2021-11-02
br-3144,19-R,brioso,2021-11-23
pi-3145,82-L,piccolo,2021-10-27
pi-3146,67-R,piccolo,2021-03-02
pi-3147,116-L,piccolo,2021-08-03
su-3148,27-R,sunstream,2021-06-15
su-3149,74-L,sunstream,2021-06-21
pi-3150,44-R,piccolo,2021-02-04
br-3151,113-L,brioso,2021-09-22
pi-3152,18-R,piccolo,2021-07-28
su-3153,8-L,sunstream,2021-01-03
pi-3154,115-R,piccolo,2021-01-30
su-3155,81-L,sunstream,2021-06-04
su-3156,5-R,sunstream,2021-06-29
br-3157,6-L,brioso,2021-12-24
su-3158,32-R,sunstream,2021-11-03
pi-3159,110-L,piccolo,2021-12-08
su-3160,28-R,sunstream,2021-12-17
pi-3161,61-L,piccolo,2021-04-01
br-3162,101-R,brioso,2021-10-06
pi-3163,116-L,piccolo,2021-09-18
su-3164,49-R,sunstream,2021-09-29
su-3165,63-L,sunstream,2021-05-02
pi-3166,76-R,piccolo,2021-06-08
su-3167,118-L,sunstream,2021-04-24
br-3168,64-R,brioso,2021-10-01
pi-3169,61-L,piccolo,2021-11-14
br-3170,79-R,brioso,2021-12-17
su-3171,58-L,sunstream,2021-02-20
su-3172,113-R,sunstream,2021-10-16
br-3173,25-L,brioso,2021-03-20
su-3174,33-R,sunstream,2021-02-11
br-3175,76-L,brioso,2021-07-06
br-3176,37-R,brioso,2021-02-12
pi-3177,115-L,piccolo,2021-01-30
br-3178,40-R,brioso,2021-02-18
su-3179,35-L,sunstream,2021-05-28
su-3180,96-R,sunstream,2021-10-25
pi-3181,9-L,piccolo,2021-08-07
br-3182,11-R,brioso,2021-03-09
br-3183,117-L,brioso,2021-08-25
br-3184,103-R,brioso,2021-04-24
br-3185,13-L,brioso,2021-12-06
su-3186,97-R,sunstream,2021-11-20
pi-3187,93-L,piccolo,2021-09-15
pi-3188,45-R,piccolo,2021-07-16
br-3189,104-L,brioso,2021-04-04
br-3190,61-R,brioso,2021-02-22
pi-3191,46-L,piccolo,2021-11-05
su-3192,3-R,sunstream,2021-01-21
pi-3193,5-L,piccolo,2021-09-05
pi-3194,98-R,piccolo,2021-09-30
br-3195,126-L,brioso,2021-08-28
su-3196,72-R,sunstream,2021-03-11
pi-3197,45-L,piccolo,2021-12-29
br-3198,113-R,brioso,2021-06-27
su-3199,40-L,sunstream,2021-07-16
su-3200,79-R,sunstream,2021-10-15
pi-3201,121-L,piccolo,2021-08-14
br-3202,80-R,brioso,2021-03-01
su-3203,114-L,sunstream,2021-03-07
br-3204,21-R,brioso,2021-07-13
pi-3205,115-L,piccolo,2021-02-18
su-3206,52-R,sunstream,2021-04-14
su-3207,117-L,sunstream,2021-07-21
su-3208,90-R,sunstream,2021-11-08
pi-3209,34-L,piccolo,2021-03-25
br-3210,121-R,brioso,2021-04-06
pi-3211,22-L,piccolo,2021-02-05
br-3212,63-R,brioso,2021-07-29
br-3213,130-L,brioso,2021-05-04
su-3214,18-R,sunstream,2021-04-05
br-3215,105-L,brioso,2021-01-12
br-3216,78-R,brioso,2021-06-28
br-3217,83-L,brioso,2021-06-18
pi-3218,96-R,piccolo,2021-12-06
pi-3219,88-L,piccolo,2021-04-19
br-3220,110-R,brioso,2021-06-17
pi-3221,63-L,piccolo,2021-05-01
br-3222,100-R,brioso,2021-04-17
su-3223,92-L,sunstream,2021-05-18
pi-3224,98-R,piccolo,2021-04-06
br-3225,101-L,brioso,2021-09-20
pi-3226,102-R,piccolo,2021-07-17
su-3227,2-L,sunstream,2021-07-07
br-3228,81-R,brioso,2021-06-22
br-3229,109-L,brioso,2021-07-02
pi-3230,113-R,piccolo,2021-06-16
su-3231,99-L,sunstream,2021-02-22
br-3232,53-R,brioso,2021-04-05
su-3233,10-L,sunstream,2021-02-04
su-3234,33-R,sunstream,2021-06-30
su-3235,116-L,sunstream,2021-03-15
br-3236,18-R,brioso,2021-03-09
su-3237,51-L,sunstream,2021-12-31
pi-3238,14-R,piccolo,2021-07-30
pi-3239,25-L,piccolo,2021-06-12
su-3240,124-R,sunstream,2021-03-18
pi-3241,94-L,piccolo,2021-04-05
br-3242,91-R,brioso,2021-02-15
pi-3243,102-L,piccolo,2021-06-17
br-3244,15-R,brioso,2021-02-17
br-3245,108-L,brioso,2021-05-01
su-3246,7-R,sunstream,2021-06-21
pi-3247,51-L,piccolo,2021-11-02
br-3248,84-R,brioso,2021-04-15
br-3249,80-L,brioso,2021-01-23
pi-3250,46-R,piccolo,2021-06-25
pi-3251,21-L,piccolo,2021-09-05
pi-3252,71-R,piccolo,2021-02-24
su-3253,122-L,sunstream,2021-07-26
br-3254,118-R,brioso,2021-11-25
br-3255,102-L,brioso,2021-09-20
br-3256,95-R,brioso,2021-04-07
pi-3257,104-L,piccolo,2021-03-29
pi-3258,32-R,piccolo,2021-08-18
su-3259,38-L,sunstream,2021-09-23
pi-3260,104-R,piccolo,2021-03-24
pi-3261,21-L,piccolo,2021-02-28
pi-3262,111-R,piccolo,2021-10-05
pi-3263,17-L,piccolo,2021-03-09
pi-3264,6-R,piccolo,2021-04-25
su-3265,128-L,sunstream,2021-09-04
su-3266,124-R,sunstream,2021-03-11
pi-3267,42-L,piccolo,2021-08-01
br-3268,61-R,brioso,2021-06-25
br-3269,112-L,brioso,2021-03-05
su-3270,51-R,sunstream,2021-12-26
su-3271,3-L,sunstream,2021-12-18
pi-3272,122-R,piccolo,2021-09-23
pi-3273,17-L,piccolo,2021-05-02
br-3274,92-R,brioso,2021-01-10
br-3275,78-L,brioso,2021-03-07
br-3276,80-R,brioso,2021-09-27
br-3277,20-L,brioso,2021-03-03
br-3278,106-R,brioso,2021-07-17
br-3279,120-L,brioso,2021-02-21
br-3280,32-R,brioso,2021-04-22
pi-3281,52-L,piccolo,2021-09-26
su-3282,8-R,sunstream,2021-02-22
su-3283,121-L,sunstream,2021-02-18
pi-3284,14-R,piccolo,2021-08-24
su-3285,35-L,sunstream,2021-02-25
pi-3286,31-R,piccolo,2021-08-25
su-3287,6-L,sunstream,2021-10-23
su-3288,44-R,sunstream,2021-04-28
su-3289,123-L,sunstream,2021-04-04
br-3290,108-R,brioso,2021-05-22
br-3291,107-L,brioso,2021-02-24
su-3292,73-R,sunstream,2021-09-14
pi-3293,46-L,piccolo,2021-11-04
su-3294,75-R,sunstream,2021-09-27
pi-3295,1-L,piccolo,2021-09-29
su-3296,97-R,sunstream,2021-07-11
pi-3297,66-L,piccolo,2021-03-18
br-3298,66-R,brioso,2021-09-15
su-3299,14-L,sunstream,2021-01-08
su-3300,97-R,sunstream,2021-05-23
su-3301,38-L,sunstream,2021-12-23
su-3302,94-R,sunstream,2021-09-14
su-3303,122-L,sunstream,2021-10-31
pi-3304,54-R,piccolo,2021-04-03
pi-3305,117-L,piccolo,2021-01-03
br-3306,108-R,brioso,2021-08-05
su-3307,101-L,sunstream,2021-12-23
su-3308,23-R,sunstream,2021-02-07
su-3309,124-L,sunstream,2021-10-08
su-3310,1-R,sunstream,2021-08-05
pi-3311,56-L,piccolo,2021-11-09
br-3312,30-R,brioso,2021-09-07
br-3313,93-L,brioso,2021-08-26
su-3314,21-R,sunstream,2021-02-14
pi-3315,14-L,piccolo,2021-11-25
su-3316,60-R,sunstream,2021-09-09
su-3317,4-L,sunstream,2021-10-31
su-3318,39-R,sunstream,2021-07-28
br-3319,57-L,brioso,2021-05-23
su-3320,90-R,sunstream,2021-12-01
pi-3321,99-L,piccolo,2021-07-07
br-3322,94-R,brioso,2021-09-23
br-3323,106-L,brioso,2021-02-25
pi-3324,99-R,piccolo,2021-12-08
pi-3325,66-L,piccolo,2021-09-24
su-3326,84-R,sunstream,2021-10-18
br-3327,61-L,brioso,2021-11-01
br-3328,93-R,brioso,2021-07-07
pi-3329,130-L,piccolo,2021-05-28
br-3330,3-R,brioso,2021-06-24
br-3331,60-L,brioso,2021-05-23
br-3332,76-R,brioso,2021-03-31
pi-3333,125-L,piccolo,2021-08-26
su-3334,98-R,sunstream,2021-03-24
br-3335,74-L,brioso,2021-02-16
br-3336,5-R,brioso,2021-03-27
pi-3337,32-L,piccolo,2021-06-22
pi-3338,53-R,piccolo,2021-10-07
br-3339,9-L,brioso,2021-10-25
su-3340,101-R,sunstream,2021-12-05
pi-3341,116-L,piccolo,2021-07-27
br-3342,26-R,brioso,2021-05-11
su-3343,75-L,sunstream,2021-12-18
br-3344,78-R,brioso,2021-06-28
su-3345,109-L,sunstream,2021-04-22
pi-3346,98-R,piccolo,2021-02-17
su-3347,86-L,sunstream,2021-01-23
pi-3348,100-R,piccolo,2021-08-16
br-3349,98-L,brioso,2021-10-05
pi-3350,108-R,piccolo,2021-03-04
su-3351,81-L,sunstream,2021-05-04
su-3352,95-R,sunstream,2021-02-01
br-3353,12-L,brioso,2021-08-01
su-3354,76-R,sunstream,2021-10-07
pi-3355,77-L,piccolo,2021-11-16
pi-3356,22-R,piccolo,2021-12-08
su-3357,49-L,sunstream,2021-07-21
br-3358,97-R,brioso,2021-08-13
pi-3359,22-L,piccolo,2021-11-14
pi-3360,27-R,piccolo,2021-03-29
br-3361,85-L,brioso,2021-09-05
pi-3362,9-R,piccolo,2021-07-11
su-3363,39-L,sunstream,2021-03-27
su-3364,96-R,sunstream,2021-11-02
su-3365,20-L,sunstream,2021-04-16
br-3366,40-R,brioso,2021-10-14
br-3367,16-L,brioso,2021-11-10
pi-3368,48-R,piccolo,2021-02-12
pi-3369,101-L,piccolo,2021-07-30
br-3370,30-R,brioso,2021-07-25
br-3371,54-L,brioso,2021-07-04
br-3372,101-R,brioso,2021-07-17
br-3373,126-L,brioso,2021-01-22
pi-3374,55-R,piccolo,2021-03-15
su-3375,42-L,sunstream,2021-10-11
pi-3376,61-R,piccolo,2021-02-13
pi-3377,6-L,piccolo,2021-05-31
pi-3378,122-R,piccolo,2021-10-30
su-3379,18-L,sunstream,2021-11-15
pi-3380,25-R,piccolo,2021-08-20
su-3381,31-L,sunstream,2021-10-16
su-3382,108-R,sunstream,2021-09-29
su-3383,54-L,sunstream,2021-06-11
br-3384,48-R,brioso,2021-12-15
br-3385,127-L,brioso,2021-05-25
br-3386,19-R,brioso,2021-02-25
br-3387,114-L,brioso,2021-03-13
su-3388,121-R,sunstream,2021-11-14
br-3389,68-L,brioso,2021-07-22
br-3390,38-R,brioso,2021-10-31
pi-3391,10-L,piccolo,2021-07-24
br-3392,40-R,brioso,2021-02-07
su-3393,14-L,sunstream,2021-03-23
br-3394,61-R,brioso,2021-03-16
pi-3395,38-L,piccolo,2021-02-19
br-3396,88-R,brioso,2021-06-27
pi-3397,1-L,piccolo,2021-07-08
br-3398,119-R,brioso,2021-12-04
br-3399,78-L,brioso,2021-01-28
pi-3400,58-R,piccolo,2021-04-10
br-3401,62-L,brioso,2021-05-11
br-3402,105-R,brioso,2021-10-14
br-3403,64-L,brioso,2021-09-18
su-3404,85-R,sunstream,2021-02-28
pi-3405,71-L,piccolo,2021-12-04
su-3406,88-R,sunstream,2021-02-26
br-3407,14-L,brioso,2021-11-20
pi-3408,108-R,piccolo,2021-05-03
br-3409,3-L,brioso,2021-07-24
br-3410,119-R,brioso,2021-07-15
pi-3411,1-L,piccolo,2021-03-08
br-3412,30-R,brioso,2021-10-31
br-3413,108-L,brioso,2021-10-14
pi-3414,107-R,piccolo,2021-01-16
su-3415,23-L,sunstream,2021-04-13
pi-3416,62-R,piccolo,2021-06-25
br-3417,86-L,brioso,2021-02-21
pi-3418,127-R,piccolo,2021-05-30
pi-3419,75-L,piccolo,2021-03-26
pi-3420,42-R,piccolo,2021-09-04
br-3421,49-L,brioso,2021-07-02
pi-3422,105-R,piccolo,2021-06-23
br-3423,107-L,brioso,2021-11-09
pi-3424,31-R,piccolo,2021-10-28
br-3425,35-L,brioso,2021-06-12
pi-3426,25-R,piccolo,2021-12-21
pi-3427,21-L,piccolo,2021-08-20
pi-3428,54-R,piccolo,2021-08-13
su-3429,102-L,sunstream,2021-01-29
su-3430,121-R,sunstream,2021-07-24
br-3431,60-L,brioso,2021-09-02
br-3432,123-R,brioso,2021-05-23
br-3433,85-L,brioso,2021-08-22
pi-3434,43-R,piccolo,2021-12-07
su-3435,43-L,sunstream,2021-07-15
su-3436,61-R,sunstream,2021-05-26
br-3437,125-L,brioso,2021-09-25
su-3438,120-R,sunstream,2021-07-08
su-3439,53-L,sunstream,2021-08-20
