2271,su-9637,141,19,84.37,1.42
2272,su-9603,75,18,70.77,1.58
2273,su-9530,75,19,75.71,1.57
2274,su-9653,75,9,76.35,1.33
2275,su-9680,141,30,57.78,1.31
2276,su-9581,75,8,48.53,1.28
2277,su-9505,141,30,1.91,1.37
2278,su-9682,141,5,10.09,1.45
2279,su-9676,74,24,33.76,1.39
2280,su-9489,74,18,17.76,1.36
2281,su-9496,74,18,78.26,1.22
2282,su-9680,74,5,4.26,1.56
2283,su-9529,74,19,25.91,1.13
2284,su-9599,141,19,84.99,1.33
2285,su-951,75,30,1.44,1.49
2286,su-9583,141,22,77.08,1.12
2287,su-9653,74,21,38.34,1.38
2288,su-9680,75,22,62.99,1.56
2289,su-9678,74,23,55.49,1.01
2290,su-9682,141,6,21.87,1.35
2291,su-9594,75,28,69.52,1.57
2292,su-9583,74,8,76.01,1.22
2293,su-9529,75,5,45.64,1.51
2294,su-9492,75,27,53.87,1.54
2295,su-9513,75,30,17.63,1.5
2296,su-9481,141,4,65.09,1.43
2297,su-9588,75,30,86.0,1.38
2298,su-9497,75,10,12.35,1.04
2299,su-9628,141,24,32.47,1.52
2300,su-9670,141,21,99.44,1.33
2301,su-950,75,18,9.01,1.02
2302,su-9681,141,16,37.83,1.14
2303,su-9616,75,5,99.78,1.17
2304,su-9664,75,15,57.14,1.47
2305,su-950,141,9,63.31,1.06
2306,su-9481,74,21,57.92,1.26
2307,su-9537,74,18,63.93,1.26
2308,su-9481,74,27,75.02,1.15
2309,su-9595,141,7,63.83,1.29
2310,su-9547,141,30,34.79,1.09
2311,su-9664,75,8,7.14,1.38
2312,su-9599,141,10,62.4,1.53
2313,su-950,141,7,95.98,1.36
2314,su-9641,75,18,49.01,1.19
2315,su-9507,74,16,8.73,1.3
2316,su-9637,74,26,6.09,1.52
2317,su-9682,74,6,69.4,1.16
2318,su-9664,141,8,69.46,1.59
2319,su-9496,141,5,44.12,1.31
2320,su-9547,75,6,35.73,1.36
2321,su-9614,141,30,97.25,1.04
2322,su-9515,74,15,85.13,1.01
2323,su-9615,74,24,42.41,1.39
2324,su-9543,74,19,24.18,1.13
2325,su-9551,141,6,5.26,1.19
2326,su-9588,75,7,53.42,1.07
2327,su-9529,141,3,7.95,1.46
2328,su-9562,75,27,7.27,1.15
2329,su-9529,75,8,60.49,1.16
2330,su-9664,74,15,75.9,1.58
2331,su-9662,74,20,69.33,1.36
2332,su-9657,75,13,95.1,1.39
2333,su-9497,74,28,29.03,1.23
2334,su-9603,75,26,92.53,1.05
2335,su-9670,75,18,79.68,1.52
2336,su-9514,75,3,18.25,1.59
2337,su-960,141,19,77.55,1.6
2338,su-9637,74,9,82.54,1.04
2339,su-9670,74,25,60.03,1.23
2340,su-9583,74,11,46.78,1.1
2341,su-957,141,14,21.69,1.24
2342,su-9588,74,7,3.6,1.18
2343,su-9616,74,15,95.49,1.36
2344,su-9484,141,9,53.28,1.59
2345,su-9497,74,27,16.54,1.55
2346,su-9641,75,14,92.97,1.07
2347,su-961,75,28,67.3,1.01
2348,su-9507,141,13,69.02,1.14
2349,su-950,141,9,19.92,1.13
2350,su-9653,74,5,30.1,1.56
2351,su-951,75,12,12.14,1.12
2352,su-9489,74,21,6.75,1.56
2353,su-9594,74,23,16.64,1.31
2354,su-9666,74,10,53.19,1.52
2355,su-9513,75,11,88.58,1.01
2356,su-9543,75,11,85.05,1.17
2357,su-9609,75,12,77.04,1.02
2358,su-9530,75,24,14.04,1.15
2359,su-9599,141,30,58.96,1.38
2360,su-951,74,26,45.47,1.33
2361,su-9666,141,18,22.04,1.6
2362,su-9563,74,7,70.02,1.12
2363,su-9489,75,26,71.73,1.5
2364,su-9537,141,29,59.72,1.32
2365,su-9501,75,28,4.8,1.55
2366,su-9621,141,6,69.79,1.38
2367,su-9672,75,4,28.26,1.04
2368,su-9529,74,27,70.03,1.3
2369,su-9664,74,7,5.4,1.56
2370,su-9676,141,19,71.34,1.47
2371,su-9484,75,19,35.64,1.33
2372,su-9670,74,15,12.68,1.51
2373,su-9489,75,20,72.69,1.45
2374,su-9666,74,29,21.25,1.28
2375,su-9547,74,13,34.11,1.34
2376,su-9616,75,18,28.39,1.01
2377,su-9489,74,12,97.1,1.01
2378,su-9530,141,21,7.99,1.23
2379,su-952,75,22,87.0,1.34
2380,su-9515,75,5,95.11,1.48
2381,su-9664,75,21,17.11,1.55
2382,su-9577,75,29,47.13,1.12
2383,su-9588,75,4,11.29,1.03
2384,su-956,75,3,17.59,1.17
2385,su-9497,141,24,80.46,1.14
2386,su-9649,141,6,10.32,1.49
2387,su-9657,141,21,64.62,1.56
2388,su-9672,74,9,4.54,1.28
2389,su-952,141,10,90.87,1.51
2390,su-9570,141,15,10.13,1.32
2391,su-9513,141,10,99.15,1.11
2392,su-9592,141,16,87.31,1.55
2393,su-9577,74,27,56.0,1.44
2394,su-9649,141,12,28.84,1.26
2395,su-9505,74,29,55.73,1.16
2396,su-9680,74,15,46.85,1.31
2397,su-9515,141,26,75.03,1.33
2398,su-9529,74,28,32.4,1.56
2399,su-9570,74,13,76.77,1.01
2400,su-9492,74,18,41.68,1.56
2401,su-9615,74,13,56.24,1.22
2402,su-9666,74,30,69.16,1.23
2403,su-9657,75,30,99.62,1.47
2404,su-9609,74,3,42.44,1.56
2405,su-9621,74,12,67.33,1.35
2406,su-9648,74,25,55.71,1.25
2407,su-9594,75,8,39.21,1.2
2408,su-9562,141,13,89.31,1.35
2409,su-957,74,7,17.91,1.41
2410,su-9618,141,24,73.3,1.29
2411,su-9682,141,3,47.45,1.15
2412,su-9664,75,23,86.91,1.32
2413,su-9672,75,10,53.0,1.24
2414,su-9669,75,15,19.59,1.0
2415,su-961,74,23,44.63,1.43
2416,su-956,75,25,66.57,1.11
2417,su-9594,74,5,48.25,1.06
2418,su-9530,75,17,71.04,1.49
2419,su-9592,141,13,76.0,1.52
2420,su-9594,74,29,16.5,1.05
2421,su-9543,141,12,25.37,1.14
2422,su-9515,74,14,87.37,1.5
2423,su-9570,74,12,32.84,1.45
2424,su-9581,75,6,13.68,1.49
2425,su-9537,141,13,94.05,1.06
2426,su-9613,75,27,59.21,1.02
2427,su-9529,75,26,58.21,1.21
2428,su-9649,141,18,60.97,1.41
2429,su-9649,74,4,49.91,1.2
2430,su-9678,74,21,20.23,1.39
2431,su-9501,75,28,91.76,1.25
2432,su-9592,141,29,23.04,1.15
2433,su-9515,74,28,1.27,1.06
2434,su-9547,74,6,66.51,1.56
2435,su-9505,74,6,18.11,1.34
2436,su-9497,75,27,2.79,1.59
2437,su-9670,141,13,41.36,1.37
2438,su-9581,74,23,29.65,1.28
2439,su-9615,141,20,68.48,1.05
2440,su-9537,75,6,90.04,1.45
2441,su-9583,141,5,20.82,1.41
2442,su-9653,74,9,37.16,1.29
2443,su-9648,75,12,4.14,1.59
2444,su-9558,141,5,85.99,1.06
2445,su-9514,75,3,27.78,1.34
2446,su-9588,141,10,98.55,1.06
2447,su-9672,141,9,7.98,1.09
2448,su-9678,74,8,93.69,1.52
2449,su-9628,74,6,55.27,1.25
2450,su-956,74,13,87.47,1.09
2451,su-9563,141,28,74.28,1.59
2452,su-9670,74,26,23.21,1.34
2453,su-9594,74,24,1.9,1.17
2454,su-9505,75,4,30.92,1.07
2455,su-9551,75,9,40.51,1.19
2456,su-9616,141,10,16.57,1.34
2457,su-9514,75,3,72.27,1.29
2458,su-9616,74,6,67.29,1.01
2459,su-963,74,10,67.46,1.54
2460,su-9628,141,24,26.79,1.03
2461,su-9682,74,16,78.14,1.57
2462,su-9583,141,28,56.21,1.42
2463,su-9648,75,29,59.59,1.33
2464,su-9583,74,4,32.24,1.57
2465,su-963,75,3,60.93,1.26
2466,su-9618,74,22,77.05,1.54
2467,su-9666,141,6,87.14,1.22
2468,su-951,74,24,14.07,1.42
2469,su-9618,74,22,53.96,1.59
2470,su-9489,74,16,44.82,1.41
2471,su-9676,74,8,90.16,1.56
2472,su-9653,75,15,35.57,1.57
2473,su-9514,74,21,17.77,1.24
2474,su-9547,141,4,56.24,1.1
2475,su-957,141,5,78.51,1.3
2476,su-9594,74,29,84.23,1.23
2477,su-9682,141,25,70.32,1.18
2478,su-9618,141,19,7.75,1.16
2479,su-9558,74,28,12.95,1.45
2480,su-9678,74,17,99.74,1.42
2481,su-9618,141,19,79.46,1.14
2482,su-9577,141,19,97.64,1.19
2483,su-9680,75,16,47.09,1.31
2484,su-9491,75,10,45.7,1.52
2485,su-963,74,23,21.72,1.29
2486,su-951,75,6,21.58,1.03
2487,su-9563,74,14,29.23,1.22
2488,su-9613,74,15,69.72,1.08
2489,su-9599,75,20,52.29,1.05
2490,su-9529,141,10,21.24,1.49
2491,su-9572,141,25,9.02,1.37
2492,su-9505,75,19,25.18,1.08
2493,su-9637,141,26,95.32,1.54
2494,su-9616,141,9,46.71,1.05
2495,su-9592,75,10,37.59,1.51
2496,su-951,141,25,89.37,1.01
2497,su-9501,75,20,65.95,1.45
2498,su-9570,141,15,62.97,1.54
2499,su-9657,74,27,87.94,1.37
2500,su-9563,75,12,16.96,1.12
2501,su-9672,75,7,2.49,1.41
2502,su-951,141,12,3.46,1.18
2503,su-9501,74,3,34.5,1.27
2504,su-9682,74,3,44.88,1.56
2505,su-9664,74,24,23.28,1.14
2506,su-9657,74,3,80.41,1.27
2507,su-9562,74,25,96.91,1.31
2508,su-9609,75,14,49.22,1.54
2509,su-9581,75,30,56.41,1.38
2510,su-9515,74,27,29.96,1.24
2511,su-9529,74,16,45.82,1.5
2512,su-9637,141,12,44.44,1.26
2513,su-9551,75,11,29.22,1.47
2514,su-963,141,25,5.54,1.19
2515,su-9507,75,12,94.13,1.05
2516,su-9669,75,15,93.63,1.42
2517,su-9603,74,4,5.56,1.31
2518,su-9676,141,10,12.78,1.25
2519,su-9497,74,17,86.55,1.27
2520,su-961,141,25,45.77,1.56
2521,su-9610,74,14,19.5,1.02
2522,su-9672,75,17,41.58,1.57
2523,su-9558,75,18,4.06,1.49
2524,su-9662,74,23,21.35,1.49
2525,su-963,74,22,91.17,1.4
2526,su-9547,75,6,46.02,1.36
2527,su-9492,141,20,12.39,1.37
2528,su-9529,74,3,22.83,1.31
2529,su-9676,74,8,93.8,1.17
2530,su-9609,74,10,89.64,1.21
2531,su-9595,141,13,80.74,1.38
2532,su-952,75,21,32.24,1.17
2533,su-9637,74,28,93.99,1.13
2534,su-9599,74,30,10.13,1.55
2535,su-9621,141,22,8.56,1.45
2536,su-9507,74,7,13.45,1.56
2537,su-9666,141,21,48.11,1.51
2538,su-952,74,16,28.31,1.1
2539,su-9497,141,13,40.77,1.37
2540,su-9610,141,19,78.57,1.51
2541,su-9570,74,21,75.36,1.38
2542,su-9621,141,17,13.63,1.19
2543,su-9615,141,23,66.64,1.24
2544,su-9666,74,4,1.78,1.51
2545,su-9514,141,24,55.8,1.01
2546,su-9616,141,25,40.27,1.54
2547,su-9551,74,17,33.81,1.58
2548,su-9648,141,4,15.43,1.35
2549,su-9621,75,16,8.13,1.5
2550,su-9669,141,14,63.12,1.16
2551,su-9653,75,19,36.62,1.53
2552,su-9618,75,26,13.81,1.32
2553,su-9641,75,14,29.86,1.09
2554,su-9648,141,17,12.19,1.27
2555,su-9648,75,28,8.89,1.0
2556,su-9595,141,23,31.94,1.11
2557,su-9649,141,28,18.17,1.24
2558,su-9530,141,20,31.39,1.53
2559,su-956,141,10,71.17,1.18
2560,su-9649,75,14,60.08,1.55
2561,su-9666,74,24,21.45,1.13
2562,su-957,74,22,29.54,1.46
2563,su-951,75,29,63.96,1.23
2564,su-9551,74,12,44.08,1.33
2565,su-9641,75,28,64.52,1.06
2566,su-9669,75,22,72.51,1.09
2567,su-9615,75,21,36.47,1.38
2568,su-963,75,27,68.23,1.45
2569,su-961,141,22,29.18,1.28
2570,su-9610,74,3,41.04,1.2
2571,su-9484,141,11,35.41,1.33
2572,su-9537,74,9,84.39,1.44
2573,su-9669,74,23,40.29,1.13
2574,su-9577,141,20,18.42,1.05
2575,su-9621,141,21,23.58,1.53
2576,su-950,141,17,65.74,1.17
2577,su-9628,74,7,73.89,1.49
2578,su-9481,141,14,60.91,1.12
2579,su-9505,75,22,7.62,1.46
2580,su-9484,74,9,70.08,1.38
2581,su-9669,141,22,63.69,1.2
2582,su-951,141,11,59.05,1.12
2583,su-9649,74,12,18.55,1.09
2584,su-957,141,30,47.72,1.09
2585,su-9570,74,20,9.54,1.23
2586,su-9666,141,4,89.76,1.5
2587,su-9570,141,21,24.5,1.2
2588,su-9558,74,29,83.98,1.3
2589,su-9662,75,26,9.29,1.37
2590,su-9558,74,6,26.91,1.21
2591,su-956,141,21,3.02,1.01
2592,su-9543,141,14,4.47,1.56
2593,su-9562,141,4,19.1,1.32
2594,su-9514,75,6,96.27,1.26
2595,su-9507,141,15,25.36,1.03
2596,su-956,74,7,20.71,1.0
2597,su-9670,141,21,8.94,1.33
2598,su-9572,141,14,58.35,1.54
2599,su-9547,74,24,19.77,1.52
2600,su-961,141,26,58.78,1.34
2601,su-9681,74,17,77.49,1.17
2602,su-9637,75,20,2.64,1.34
2603,su-9491,141,18,45.34,1.01
2604,su-9530,141,10,46.57,1.01
2605,su-9613,74,16,53.26,1.57
2606,su-9543,141,26,92.87,1.01
2607,su-9621,141,10,96.46,1.38
2608,su-9537,141,8,83.0,1.35
2609,su-9616,75,15,32.01,1.46
2610,su-9515,141,29,39.99,1.48
2611,su-9551,141,29,94.6,1.27
2612,su-9657,141,7,16.5,1.19
2613,su-9529,75,3,86.86,1.42
2614,su-9614,75,17,53.61,1.1
2615,su-9672,74,30,83.95,1.34
2616,su-9670,74,12,61.83,1.1
2617,su-9581,75,20,41.16,1.02
2618,su-956,141,16,68.34,1.26
2619,su-9588,74,21,18.99,1.56
2620,su-951,74,19,57.84,1.15
2621,su-9577,74,10,5.39,1.45
2622,su-9662,141,11,33.33,1.56
2623,su-9613,75,24,54.08,1.5
2624,su-9537,141,25,3.27,1.33
2625,su-9616,75,18,70.75,1.55
2626,su-9628,75,25,21.68,1.38
2627,su-963,74,18,4.5,1.35
2628,su-9577,141,12,80.19,1.5
2629,su-9514,74,10,77.94,1.43
2630,su-9616,141,13,46.1,1.36
2631,su-9613,141,7,61.74,1.21
2632,su-9680,141,25,52.72,1.43
2633,su-9609,75,8,16.14,1.31
2634,su-9515,74,22,84.49,1.48
2635,su-9637,141,13,11.17,1.0
2636,su-9529,74,21,17.21,1.17
2637,su-9491,74,30,43.95,1.13
2638,su-960,75,18,20.2,1.0
2639,su-956,74,10,81.27,1.54
2640,su-961,141,14,96.78,1.54
2641,su-9491,74,20,97.97,1.37
2642,su-9653,141,28,53.7,1.08
2643,su-9558,75,28,49.76,1.12
2644,su-9637,74,16,35.66,1.3
2645,su-9672,74,30,44.1,1.43
2646,su-950,74,13,32.77,1.27
2647,su-950,75,20,19.04,1.43
2648,su-9592,74,4,99.2,1.58
2649,su-9657,74,16,6.42,1.19
2650,su-9682,141,21,64.5,1.01
2651,su-9653,75,11,40.09,1.56
2652,su-9513,75,19,14.27,1.07
2653,su-9537,75,29,58.78,1.34
2654,su-9680,75,4,48.39,1.13
2655,su-9595,141,15,89.69,1.42
2656,su-9577,74,19,36.4,1.35
2657,su-9514,141,18,26.16,1.33
2658,su-9653,141,26,60.76,1.5
2659,su-9507,141,18,71.42,1.54
2660,su-9680,141,6,9.0,1.32
2661,su-9653,75,6,27.7,1.05
2662,su-9616,74,29,23.08,1.48
2663,su-9678,75,16,41.46,1.2
2664,su-950,74,26,79.04,1.44
2665,su-9603,141,3,41.46,1.42
2666,su-9505,141,28,46.77,1.39
2667,su-9678,74,11,51.75,1.32
2668,su-960,75,30,43.47,1.19
2669,su-9662,141,11,83.67,1.37
2670,su-9581,75,22,40.99,1.53
2671,su-9491,141,4,39.61,1.2
2672,su-9507,141,30,38.66,1.36
2673,su-9616,75,11,29.98,1.02
2674,su-9529,141,10,17.82,1.35
2675,su-9505,74,20,29.47,1.27
2676,su-9572,74,25,5.32,1.25
2677,su-9513,141,17,74.54,1.46
2678,su-9670,75,19,30.99,1.1
2679,su-9664,141,29,7.59,1.22
2680,su-9628,75,6,12.57,1.56
2681,su-963,74,26,83.37,1.17
2682,su-9641,141,8,79.28,1.17
2683,su-9599,75,16,77.01,1.06
2684,su-9543,74,29,98.76,1.44
2685,su-9514,75,30,97.9,1.44
2686,su-9489,75,17,71.86,1.53
2687,su-9614,74,29,73.86,1.57
2688,su-9595,75,18,58.9,1.02
2689,su-950,75,19,57.32,1.5
2690,su-9592,75,9,59.03,1.52
2691,su-9588,141,13,7.3,1.13
2692,su-963,141,21,39.85,1.39
2693,su-9614,141,4,84.55,1.44
2694,su-951,74,26,27.31,1.39
2695,su-9558,74,3,38.29,1.56
2696,su-9588,75,29,84.65,1.32
2697,su-9501,75,15,81.45,1.01
2698,su-9666,75,12,83.25,1.08
2699,su-9682,141,4,2.14,1.41
2700,su-951,141,19,16.08,1.15
2701,su-9489,74,20,54.22,1.59
2702,su-960,75,15,72.32,1.27
2703,su-9613,75,17,17.06,1.05
2704,su-960,141,20,67.56,1.18
2705,su-9489,75,26,98.01,1.22
2706,su-9649,74,14,79.23,1.29
2707,su-9594,141,23,32.69,1.18
2708,su-9489,75,8,84.59,1.37
2709,su-9681,141,5,63.02,1.38
2710,su-9599,75,28,31.65,1.26
2711,su-9595,141,21,98.77,1.06
2712,su-9547,74,28,38.82,1.05
2713,su-9670,74,12,44.49,1.19
2714,su-9664,75,16,21.62,1.04
2715,su-9507,141,27,78.73,1.14
2716,su-9501,75,5,62.4,1.53
2717,su-9547,75,15,78.72,1.34
2718,su-9609,75,12,75.52,1.05
2719,su-9497,75,9,85.34,1.19
2720,su-9664,75,23,87.82,1.32
2721,su-9664,141,6,83.48,1.24
2722,su-9628,75,29,67.18,1.41
2723,su-9669,75,18,87.08,1.47
2724,su-9537,74,9,43.62,1.1
2725,su-9481,75,16,6.9,1.5
2726,su-9618,75,23,48.46,1.17
2727,su-951,74,21,3.44,1.28
2728,su-9543,75,24,59.84,1.39
2729,su-9558,74,19,72.43,1.58
2730,su-952,74,30,70.21,1.04
2731,su-9547,141,5,16.89,1.47
2732,su-9680,141,10,80.82,1.09
2733,su-961,75,19,44.56,1.39
2734,su-9497,74,7,17.3,1.31
2735,su-9680,74,17,10.25,1.54
2736,su-9501,75,5,6.69,1.18
2737,su-9649,141,7,81.7,1.08
2738,su-9664,141,3,56.76,1.38
2739,su-9676,75,21,24.25,1.21
2740,su-9543,74,22,13.71,1.57
2741,su-9501,75,19,40.5,1.03
2742,su-952,74,28,75.97,1.15
2743,su-9628,74,12,82.36,1.27
2744,su-9621,74,8,63.6,1.28
2745,su-9484,141,17,2.19,1.15
2746,su-9670,141,14,16.12,1.41
2747,su-9637,141,30,16.09,1.49
2748,su-9618,141,13,90.66,1.6
2749,su-9621,141,11,15.6,1.23
2750,su-9563,74,4,36.64,1.2
2751,su-9547,74,23,60.83,1.5
2752,su-9662,75,21,41.94,1.1
2753,su-9515,141,10,60.87,1.17
2754,su-9570,74,26,67.64,1.38
2755,su-9621,75,20,53.97,1.24
2756,su-9681,75,26,50.45,1.5
2757,su-9514,75,3,36.07,1.47
2758,su-9678,141,22,14.3,1.18
2759,su-9618,141,23,31.14,1.38
2760,su-9595,74,13,67.22,1.49
2761,su-9551,74,20,64.8,1.27
2762,su-9594,74,26,90.88,1.26
2763,su-9669,74,30,98.02,1.09
2764,su-9653,141,19,47.17,1.15
2765,su-9484,75,11,44.94,1.27
2766,su-9678,141,13,46.94,1.25
2767,su-9664,75,18,67.85,1.33
2768,su-9505,74,18,26.58,1.4
2769,su-9558,75,22,52.11,1.0
2770,su-9628,141,12,27.41,1.17
2771,su-9543,74,25,31.08,1.03
2772,su-963,74,26,25.58,1.54
2773,su-9592,74,29,61.77,1.58
2774,su-9616,75,16,96.31,1.3
2775,su-9614,74,16,5.08,1.04
2776,su-9491,74,5,15.76,1.34
2777,su-9491,141,22,98.76,1.56
2778,su-9681,74,14,51.81,1.43
2779,su-9662,75,23,69.41,1.56
2780,su-9595,141,8,37.04,1.12
2781,su-9551,74,10,79.2,1.0
2782,su-9662,75,18,65.03,1.6
2783,su-9678,75,20,32.64,1.46
2784,su-9572,75,13,22.27,1.18
2785,su-9678,141,25,75.8,1.45
2786,su-9484,141,28,42.63,1.34
2787,su-9672,141,29,48.85,1.39
2788,su-9662,75,18,90.94,1.24
2789,su-9563,75,18,6.33,1.54
2790,su-9681,74,27,2.29,1.54
2791,su-957,75,26,31.21,1.43
2792,su-9543,75,23,99.47,1.11
2793,su-956,141,7,81.35,1.3
2794,su-950,141,26,71.83,1.13
2795,su-9481,74,26,93.86,1.25
2796,su-9592,75,30,65.86,1.37
2797,su-9614,141,24,86.87,1.34
2798,su-9577,74,18,35.55,1.58
2799,su-9648,75,26,66.64,1.57
2800,su-9664,141,19,44.21,1.36
2801,su-9615,74,13,41.96,1.09
2802,su-9514,75,20,90.82,1.13
2803,su-9513,141,27,70.65,1.5
2804,su-9678,74,23,5.6,1.47
2805,su-951,141,10,1.96,1.09
2806,su-9682,75,29,57.5,1.39
2807,su-9492,141,26,80.5,1.35
2808,su-9637,141,10,96.31,1.24
2809,su-9551,74,18,44.37,1.27
2810,su-9666,141,30,49.29,1.21
2811,su-9599,74,21,15.51,1.41
2812,su-9588,141,14,34.17,1.16
2813,su-9547,74,12,33.97,1.21
2814,su-9501,74,19,34.39,1.47
2815,su-9543,74,9,55.45,1.45
2816,su-9609,141,27,42.74,1.3
2817,su-9496,75,20,48.7,1.19
2818,su-9603,141,27,36.26,1.28
2819,su-9558,75,10,41.68,1.24
2820,su-951,75,13,49.36,1.06
2821,su-9680,141,5,67.03,1.47
2822,su-961,141,21,19.34,1.21
2823,su-963,74,17,21.23,1.45
2824,su-9680,141,17,73.58,1.35
2825,su-963,75,15,25.24,1.01
2826,su-9664,74,9,95.14,1.1
2827,su-9649,141,30,90.79,1.51
2828,su-956,75,8,59.26,1.01
2829,su-9513,75,16,24.35,1.17
2830,su-9662,75,25,76.31,1.04
2831,su-952,74,4,75.22,1.24
2832,su-9595,141,25,75.57,1.14
2833,su-9618,74,5,39.84,1.28
2834,su-9615,75,26,66.62,1.47
2835,su-9680,141,22,65.36,1.23
2836,su-9592,141,14,99.44,1.22
2837,su-9613,75,17,3.85,1.51
2838,su-9481,141,21,82.68,1.24
2839,su-9618,74,3,91.37,1.08
2840,su-9583,75,25,99.25,1.6
2841,su-963,141,15,76.18,1.45
2842,su-9678,141,18,78.14,1.45
2843,su-9610,75,9,23.91,1.54
2844,su-9662,74,11,69.96,1.47
2845,su-956,75,4,59.1,1.21
2846,su-9592,75,10,55.54,1.34
2847,su-9563,75,13,80.35,1.5
2848,su-9492,75,19,5.44,1.2
2849,su-963,141,30,40.52,1.45
2850,su-9563,75,11,15.12,1.55
2851,su-9577,75,19,73.83,1.44
2852,su-9572,141,14,80.63,1.41
2853,su-9669,74,3,23.2,1.36
2854,su-9614,75,13,23.86,1.12
2855,su-9664,75,5,82.52,1.34
2856,su-9562,141,15,57.74,1.58
2857,su-9670,74,21,36.71,1.53
2858,su-9529,75,8,22.45,1.49
2859,su-9603,141,14,53.75,1.34
2860,su-9514,74,13,42.43,1.53
2861,su-9537,141,28,88.3,1.28
2862,su-9583,74,7,59.36,1.08
2863,su-9563,74,29,86.84,1.53
2864,su-9641,75,19,19.93,1.05
2865,su-9595,75,17,55.12,1.55
2866,su-9547,74,10,3.22,1.56
2867,su-9678,75,10,43.26,1.25
2868,su-9551,75,16,22.12,1.48
2869,su-950,75,12,48.63,1.37
2870,su-9491,75,17,78.85,1.48
2871,su-9681,141,19,62.41,1.49
2872,su-9672,141,18,94.52,1.18
2873,su-9678,74,10,65.24,1.4
2874,su-9530,74,25,38.8,1.19
2875,su-9680,141,13,48.33,1.22
2876,su-950,74,16,69.38,1.02
2877,su-9537,75,16,68.55,1.16
2878,su-9583,75,27,26.33,1.28
2879,su-9562,74,22,51.05,1.19
2880,su-9563,141,16,19.79,1.07
2881,su-9628,75,11,11.03,1.51
2882,su-9669,74,30,85.04,1.17
2883,su-9562,75,18,48.53,1.24
2884,su-9599,74,28,24.7,1.59
2885,su-9682,74,14,14.44,1.47
2886,su-952,74,29,54.09,1.46
2887,su-9672,141,30,31.85,1.11
2888,su-9572,74,6,21.29,1.21
2889,su-9662,141,4,47.21,1.44
2890,su-9530,141,3,58.7,1.19
2891,su-9481,141,12,88.18,1.53
2892,su-9588,141,15,87.96,1.3
2893,su-9648,74,26,99.75,1.17
2894,su-9609,74,13,10.41,1.42
2895,su-9618,141,7,14.04,1.01
2896,su-9515,141,24,56.52,1.44
2897,su-9649,141,30,59.67,1.51
2898,su-9515,74,20,28.6,1.2
2899,su-9581,141,11,51.4,1.21
2900,su-9570,75,8,34.88,1.5
2901,su-9484,74,27,58.05,1.49
2902,su-9558,141,29,11.56,1.54
2903,su-9676,74,20,18.94,1.34
2904,su-960,75,3,4.95,1.3
2905,su-9481,75,20,41.72,1.56
2906,su-9514,75,6,8.76,1.52
2907,su-9628,75,22,46.11,1.05
2908,su-9666,75,5,1.39,1.39
2909,su-9588,74,7,7.45,1.51
2910,su-9669,141,7,92.82,1.27
2911,su-9595,74,29,58.46,1.26
2912,su-9514,141,17,66.59,1.34
2913,su-9558,74,10,82.87,1.47
2914,su-9653,75,13,31.79,1.45
2915,su-9497,74,28,69.74,1.45
2916,su-9547,74,4,26.38,1.45
2917,su-9669,74,11,5.23,1.34
2918,su-9583,74,6,35.27,1.37
2919,su-9649,141,9,90.13,1.25
2920,su-9558,75,3,9.94,1.35
2921,su-9547,141,25,73.5,1.54
2922,su-9609,75,9,34.55,1.38
2923,su-9678,141,18,31.64,1.17
2924,su-9513,74,9,1.45,1.17
2925,su-9562,75,29,28.6,1.38
2926,su-9653,75,4,74.75,1.05
2927,su-9609,74,29,67.1,1.04
2928,su-9613,141,12,10.71,1.11
2929,su-9588,74,27,17.79,1.16
2930,su-9563,74,23,14.73,1.34
2931,su-951,75,26,49.24,1.17
2932,su-9484,141,19,36.77,1.08
2933,su-9609,75,28,20.64,1.56
2934,su-9670,74,24,67.71,1.42
2935,su-9515,75,19,58.37,1.1
2936,su-9484,141,10,93.11,1.32
2937,su-951,141,3,83.05,1.32
2938,su-9505,74,25,61.91,1.52
2939,su-9653,141,14,46.2,1.42
2940,su-9682,75,12,97.02,1.13
2941,su-9595,74,22,24.68,1.25
2942,su-9616,74,28,45.5,1.0
2943,su-9572,141,24,55.35,1.53
2944,su-9657,141,15,29.33,1.05
2945,su-9551,75,27,99.14,1.01
2946,su-9505,74,19,17.16,1.08
2947,su-9551,74,5,63.72,1.23
2948,su-9530,141,30,30.04,1.43
2949,su-9491,74,22,70.73,1.58
2950,su-9653,141,29,99.29,1.1
2951,su-9513,74,13,95.51,1.21
2952,su-9680,75,21,71.02,1.27
2953,su-9609,74,19,73.12,1.46
2954,su-9682,141,8,17.49,1.55
2955,su-9497,75,9,37.18,1.35
2956,su-9610,74,14,85.28,1.58
2957,su-9613,141,9,28.34,1.45
2958,su-9572,75,16,78.88,1.24
2959,su-950,141,10,16.53,1.06
2960,su-9562,75,30,25.28,1.41
2961,su-9666,74,8,42.12,1.32
2962,su-9682,74,24,4.6,1.39
2963,su-9514,74,9,77.52,1.53
2964,su-9641,74,18,4.55,1.21
2965,su-951,75,10,67.85,1.16
2966,su-9615,141,12,74.45,1.49
2967,su-9621,141,6,91.57,1.03
2968,su-9599,141,3,74.43,1.34
2969,su-9680,141,18,89.7,1.02
2970,su-9613,141,24,95.69,1.3
2971,su-9505,75,19,8.82,1.21
2972,su-9653,74,4,23.35,1.29
2973,su-9670,75,4,19.62,1.54
2974,su-9515,141,10,20.41,1.13
